,head,relation,tail
746,00647094,_hypernym,00697589
747,00648977,_derivationally_related_form,05789432
748,00654625,_derivationally_related_form,01012712
749,00654625,_derivationally_related_form,01016832
750,00654625,_derivationally_related_form,03018802
751,00654625,_derivationally_related_form,04261116
752,00654625,_derivationally_related_form,05732756
753,00654625,_derivationally_related_form,05839024
754,00654625,_derivationally_related_form,07939638
755,00654625,_derivationally_related_form,09926862
756,00654625,_derivationally_related_form,10626867
757,00654625,_derivationally_related_form,13558696
758,00654625,_hypernym,00657260
759,00655779,_also_see,00684480
760,00657260,_derivationally_related_form,01012712
761,00657260,_derivationally_related_form,05732756
762,00657260,_derivationally_related_form,07939638
763,00657260,_derivationally_related_form,07997703
764,00657260,_hypernym,00632627
765,00661824,_derivationally_related_form,00141806
766,00662589,_derivationally_related_form,00141806
767,00662589,_hypernym,00664483
768,00662589,_verb_group,00663353
769,00662589,_verb_group,00920336
770,00663353,_derivationally_related_form,00141806
771,00663353,_hypernym,00664483
772,00663353,_verb_group,00662589
773,00667747,_derivationally_related_form,00155298
774,00667747,_derivationally_related_form,05826469
775,00667747,_hypernym,00667424
776,00670261,_derivationally_related_form,00874067
777,00670261,_derivationally_related_form,05789432
778,00670261,_derivationally_related_form,10066732
779,00670261,_hypernym,00628491
780,00672277,_derivationally_related_form,10066732
781,00672277,_hypernym,00698855
782,00672433,_also_see,00672017
783,00672433,_also_see,00673766
784,00672433,_derivationally_related_form,00875246
785,00672433,_derivationally_related_form,05789432
786,00672433,_derivationally_related_form,05803379
787,00672433,_derivationally_related_form,06528783
788,00672433,_derivationally_related_form,06782680
789,00672433,_derivationally_related_form,06783598
790,00672433,_derivationally_related_form,10066732
791,00672433,_hypernym,00637259
792,00673766,_hypernym,00672433
793,00673983,_derivationally_related_form,06687178
794,00674607,_derivationally_related_form,00161243
795,00674607,_derivationally_related_form,10431625
796,00676450,_derivationally_related_form,05790242
797,00676450,_derivationally_related_form,10431625
798,00679389,_derivationally_related_form,00161243
799,00679389,_derivationally_related_form,00198631
800,00679389,_derivationally_related_form,06200344
801,00681429,_derivationally_related_form,00033615
802,00681429,_derivationally_related_form,00874806
803,00681429,_derivationally_related_form,00996969
804,00681429,_derivationally_related_form,05138488
805,00681429,_derivationally_related_form,05733583
806,00681429,_derivationally_related_form,05736149
807,00681429,_derivationally_related_form,09802050
808,00681429,_derivationally_related_form,09802239
809,00681429,_derivationally_related_form,10692883
810,00681429,_derivationally_related_form,10745894
811,00681429,_derivationally_related_form,13413493
812,00681429,_hypernym,00670261
813,00681429,_verb_group,00682230
814,00682230,_hypernym,00672433
815,00684480,_also_see,00550282
816,00684480,_derivationally_related_form,00701877
817,00684480,_derivationally_related_form,04754440
818,00685638,_also_see,01989669
819,00685638,_derivationally_related_form,00698855
820,00685638,_derivationally_related_form,04863969
821,00689344,_derivationally_related_form,05784831
822,00689344,_derivationally_related_form,05945642
823,00690614,_derivationally_related_form,05945642
824,00690614,_derivationally_related_form,06208751
825,00690614,_derivationally_related_form,06782019
826,00690614,_hypernym,00689344
827,00690614,_verb_group,00623151
828,00692329,_derivationally_related_form,00002137
829,00692329,_derivationally_related_form,05780104
830,00692329,_derivationally_related_form,05854150
831,00692329,_hypernym,00690614
832,00695523,_also_see,01475282
833,00695523,_also_see,01613463
834,00695523,_also_see,02451951
835,00695523,_derivationally_related_form,01179707
836,00697589,_derivationally_related_form,00162632
837,00697589,_derivationally_related_form,00685638
838,00697589,_derivationally_related_form,05788149
839,00697589,_derivationally_related_form,05838176
840,00698855,_derivationally_related_form,05788149
841,00698855,_derivationally_related_form,06511874
842,00699815,_derivationally_related_form,00162632
843,00699815,_derivationally_related_form,05838176
844,00699815,_derivationally_related_form,06199702
845,00700708,_derivationally_related_form,00151497
846,00700708,_hypernym,02611630
847,00701040,_derivationally_related_form,00157081
848,00701040,_derivationally_related_form,00805034
849,00701040,_derivationally_related_form,05692419
850,00701040,_derivationally_related_form,05941210
851,00701040,_derivationally_related_form,11414608
852,00701040,_derivationally_related_form,13555446
853,00701040,_hypernym,01645601
854,00701877,_hypernym,00701040
855,00703512,_derivationally_related_form,05784242
856,00703512,_hypernym,00630380
857,00704388,_derivationally_related_form,05785508
858,00704388,_derivationally_related_form,05785885
859,00704388,_hypernym,00628491
860,00704690,_derivationally_related_form,01144133
861,00704690,_derivationally_related_form,05898568
862,00706243,_derivationally_related_form,07162680
863,00706243,_derivationally_related_form,10484526
864,00706243,_hypernym,00704690
865,00706975,_derivationally_related_form,05908520
866,00707366,_also_see,02321009
867,00707956,_derivationally_related_form,05908520
868,00708980,_derivationally_related_form,05982152
869,00708980,_derivationally_related_form,06605897
870,00710005,_derivationally_related_form,01008378
871,00710005,_derivationally_related_form,01136519
872,00710005,_derivationally_related_form,08164585
873,00710005,_derivationally_related_form,09615807
874,00710005,_derivationally_related_form,10383505
875,00710005,_derivationally_related_form,10383816
876,00711550,_derivationally_related_form,09615807
877,00711550,_hypernym,01639714
878,00712419,_derivationally_related_form,14451349
879,00713167,_derivationally_related_form,00031921
880,00713167,_derivationally_related_form,05763916
881,00713167,_derivationally_related_form,05764197
882,00713167,_derivationally_related_form,13792579
883,00713167,_derivationally_related_form,14419164
884,00713167,_hypernym,00628491
885,00713818,_hypernym,00713167
886,00714884,_derivationally_related_form,07140978
887,00714884,_derivationally_related_form,09997404
888,00714884,_hypernym,00813044
889,00717358,_derivationally_related_form,00859001
890,00719734,_hypernym,00670261
891,00721437,_also_see,00598954
892,00721437,_derivationally_related_form,00043195
893,00721437,_derivationally_related_form,07214432
894,00721437,_hypernym,00598954
895,00723056,_derivationally_related_form,05786372
896,00723056,_derivationally_related_form,05833840
897,00726300,_derivationally_related_form,00171590
898,00726300,_derivationally_related_form,05734559
899,00726300,_derivationally_related_form,05735478
900,00726300,_hypernym,00670261
901,00726300,_verb_group,00726784
902,00726784,_hypernym,00726300
903,00726784,_verb_group,00726300
904,00727573,_derivationally_related_form,00007846
905,00727573,_derivationally_related_form,05217688
906,00727573,_hypernym,00726300
907,00728849,_hypernym,00728641
908,00729108,_derivationally_related_form,00602805
909,00729108,_hypernym,00728641
910,00732552,_derivationally_related_form,01002956
911,00732552,_derivationally_related_form,05703429
912,00732552,_derivationally_related_form,05818741
913,00733483,_derivationally_related_form,01993352
914,00733483,_hypernym,00732746
915,00734348,_hypernym,00628491
916,00734587,_derivationally_related_form,05854150
917,00734587,_hypernym,00734054
918,00735936,_derivationally_related_form,02517202
919,00735936,_hypernym,00732746
920,00739082,_derivationally_related_form,05770926
921,00739082,_derivationally_related_form,05786372
922,00739082,_derivationally_related_form,05833840
923,00739340,_derivationally_related_form,05770926
924,00739340,_derivationally_related_form,05786372
925,00739340,_hypernym,00628491
926,00739340,_verb_group,00739082
927,00739662,_derivationally_related_form,03018802
928,00739662,_derivationally_related_form,07939638
929,00739662,_derivationally_related_form,07997703
930,00739662,_derivationally_related_form,08239808
931,00739662,_hypernym,00740053
932,00740053,_derivationally_related_form,00164345
933,00740053,_derivationally_related_form,05734559
934,00740053,_hypernym,00670261
935,00740577,_derivationally_related_form,00033020
936,00740577,_derivationally_related_form,09610660
937,00740577,_hypernym,02376958
938,00742320,_derivationally_related_form,06252138
939,00742320,_derivationally_related_form,09610660
940,00745005,_derivationally_related_form,02566528
941,00745005,_hypernym,00732746
942,00746718,_derivationally_related_form,06539770
943,00746718,_derivationally_related_form,07168623
944,00746718,_derivationally_related_form,07170467
945,00747418,_derivationally_related_form,05194578
946,00747418,_hypernym,02506546
947,00752144,_derivationally_related_form,00835294
948,00753881,_derivationally_related_form,00583246
949,00753881,_hypernym,00753428
950,00753881,_verb_group,00792471
951,00757544,_derivationally_related_form,07207410
952,00763399,_derivationally_related_form,05838176
953,00763399,_derivationally_related_form,06649567
954,00763399,_derivationally_related_form,07177924
955,00763399,_hypernym,01021420
956,00765649,_derivationally_related_form,07139700
957,00765649,_derivationally_related_form,07246036
958,00765649,_hypernym,00872886
959,00765977,_derivationally_related_form,00282485
960,00765977,_derivationally_related_form,04836683
961,00766234,_derivationally_related_form,00842989
962,00766234,_derivationally_related_form,02480923
963,00766234,_derivationally_related_form,02636921
964,00766234,_synset_domain_topic_of,06539178
965,00766418,_derivationally_related_form,01769843
966,00766418,_derivationally_related_form,10418841
967,00766418,_hypernym,00770437
968,00767826,_hypernym,00773814
969,00770270,_derivationally_related_form,02566528
970,00770270,_hypernym,00766234
971,00770437,_derivationally_related_form,00007347
972,00770437,_derivationally_related_form,00042311
973,00770437,_derivationally_related_form,00156390
974,00770437,_derivationally_related_form,00322457
975,00770437,_derivationally_related_form,01261974
976,00770437,_derivationally_related_form,05827684
977,00770437,_derivationally_related_form,07326557
978,00770437,_derivationally_related_form,09179776
979,00770437,_derivationally_related_form,10418841
980,00770543,_derivationally_related_form,01993352
981,00770543,_derivationally_related_form,02567147
982,00770543,_hypernym,00732746
983,00771961,_derivationally_related_form,00156625
984,00771961,_derivationally_related_form,07251619
985,00771961,_derivationally_related_form,10209082
986,00771961,_hypernym,00770437
987,00772189,_derivationally_related_form,05773049
988,00772189,_derivationally_related_form,09997404
989,00772189,_derivationally_related_form,10510339
990,00772189,_hypernym,00772967
991,00772640,_derivationally_related_form,05773049
992,00772640,_derivationally_related_form,05816790
993,00772640,_derivationally_related_form,06648724
994,00772640,_derivationally_related_form,06797169
995,00772640,_derivationally_related_form,07140978
996,00772640,_hypernym,00772967
997,00772967,_derivationally_related_form,05926676
