source,target
2120591,2299153
2299153,2432364
2299608,2383941
33836,2301218
76784,2301218
1900165,2301933
33836,2301933
81495,2301933
2179725,2301933
199658,2301933
2303374,2407719
1821097,2303409
183196,2303538
1080048,2303538
95147,2303538
2303538,2332993
32546,2304757
2257390,2305748
2307046,2366939
2308904,2439310
793684,2308904
675353,2309287
655767,2309287
1394431,2309287
85182,2309287
172240,2309287
2107843,2309287
169549,2309868
53115,2309868
79392,2309868
76227,2309868
2311941,2320299
76671,2313061
137051,2313061
738541,2313061
40355,2313078
2313078,2347360
97937,2313078
97969,2313078
1547363,2313078
170316,2313078
1759273,2313374
6245,2315062
180367,2315062
36704,2315062
1950607,2315062
178900,2315062
2213854,2315062
2016628,2317369
2317369,2326601
2168046,2317369
1632801,2317369
133985,2317555
1059025,2317555
1394141,2317555
961725,2317555
947080,2317555
2318779,2426912
865403,2318779
2197065,2318779
2139936,2318779
1674426,2319755
60746,2319755
2319755,2372144
219975,2319755
1537651,2319755
1600302,2320555
933959,2321517
2013613,2321517
17147,2321517
1197434,2321517
2321517,2404130
245182,2321517
847748,2321517
2321517,2321517
2110139,2322159
2039828,2322159
2322824,2418310
99409,2324139
303863,2324139
2168783,2326794
128445,2327031
1498378,2330623
189411,2332051
2332452,2421726
179304,2332452
1279990,2332452
25672,2333954
64575,2333954
125768,2334594
52740,2334594
130894,2334594
111878,2334605
150376,2334605
2334914,2437917
1839772,2335773
1102672,2335773
61165,2335773
1713161,2335773
1170645,2336405
91119,2336405
2253238,2336405
60589,2336405
305522,2336405
553661,2336458
567462,2336458
1008996,2336691
2010905,2336691
187214,2336691
1276937,2336691
2336784,2348220
50936,2336784
30753,2336784
75377,2337103
45887,2337103
56910,2337259
1052145,2337273
2251331,2337273
1480946,2337273
1821117,2337273
148640,2338793
792995,2338793
186957,2342892
575777,2342892
575446,2343253
68055,2343253
115230,2343253
2172742,2343525
99627,2344208
146156,2344208
97937,2347360
50936,2348220
34982,2348220
211731,2348220
2177156,2348899
2165862,2348899
1194424,2348899
45435,2349560
149718,2350204
66734,2350204
209534,2350204
23325,2350204
1859016,2352968
2352968,2374737
516552,2353653
2353951,2379908
36771,2353951
50161,2354775
43636,2356486
2356486,2446320
478566,2356879
138290,2356879
22272,2357367
169039,2357454
1261833,2357454
2357962,2435253
5339,2358676
113886,2359271
36168,2359280
2359280,2417067
74018,2360511
2168783,2360511
1535269,2362229
179106,2363801
119961,2363801
1084142,2364813
127459,2364813
310739,2365600
146753,2366920
173668,2366920
33695,2366939
813703,2367025
202742,2367691
161999,2369920
83001,2369920
1293279,2370151
1814706,2372859
713550,2372859
1533667,2372977
1243293,2372977
1329851,2372977
2101026,2375026
2375432,2448446
22695,2376206
275448,2379908
268375,2379908
2101447,2379957
2379957,2411046
1692875,2381916
2382473,2413572
1950687,2382473
1544705,2383317
2383317,2434324
203804,2383317
27723,2384167
199191,2384418
137145,2384785
2364813,2385592
82849,2386635
2127859,2386635
827931,2387357
1753765,2387736
50161,2388818
94452,2388818
1915759,2389776
2008550,2389776
692929,2389862
1732342,2389862
172635,2390909
45882,2391312
74018,2391312
89017,2392488
1038558,2392488
43827,2392488
293632,2396400
2058681,2397366
169172,2397366
838909,2397366
2398417,2437917
149718,2399096
37484,2399101
1219,2399101
199263,2399101
168961,2399101
507874,2401928
125045,2401928
117735,2403288
71143,2403288
90763,2403288
70948,2403383
166233,2403383
131245,2403383
2013613,2404130
1197434,2404130
270271,2404515
183677,2407719
633686,2408402
795693,2409637
1689558,2409637
774918,2409637
137271,2409745
150319,2410084
146331,2410435
337294,2410435
2396815,2410747
51833,2410747
85634,2411054
191995,2411054
1312209,2411480
1056767,2411480
1741347,2411920
57308,2412173
1416291,2412173
465597,2412848
1706791,2412848
66051,2412848
775664,2413898
24822,2413898
150439,2414086
105644,2416152
1707519,2416152
6245,2416276
36704,2416276
1252743,2416804
773130,2420250
912878,2420250
2329931,2420250
344683,2421266
792338,2421266
652638,2421279
547064,2421279
2305748,2421279
759739,2421528
1023644,2421528
874361,2421528
179304,2421726
70730,2425857
1113116,2426912
2145167,2428039
2075617,2429504
1569910,2429553
498660,2430288
1544705,2434324
203804,2434324
137051,2434880
225239,2435187
1252743,2436553
1506683,2437969
25479,2438391
133403,2438854
82476,2438854
108395,2438854
1555358,2440082
33836,2440082
418745,2440082
35902,2440082
2013613,2440082
86726,2441452
59460,2441452
171866,2443807
1848019,2444048
1018185,2444048
43636,2446320
1743679,2446320
